status	tier	english_word	gothic_surface	gothic_surface_gothic	script_ok	dist_1	match_1	dist_2	match_2	dist_3	match_3	dist_4	match_4	dist_5	match_5	english_sentence	gothic_sentence_roman	gothic_sentence_gothic
okay	1	God	guþ	𐌲𐌿𐌸	yes	0	guþ: God	1	gulþ: gold; lat. aurum	2	g: abbreviation for 3, g	2	þ: abbreviation for 9, th	2	u: abbreviation for 70, u	The shepherds returned, glorifying and praising God for all the things that they had heard and seen, just as it was told them.	jah gawandidedun sik þai hairdjos mikiljandans jah hazjandans guþ in allaize þizeei gahausidedun jah gasehvun swaswe rodiþ was du im.	𐌾𐌰𐌷 𐌲𐌰𐍅𐌰𐌽𐌳𐌹𐌳𐌴𐌳𐌿𐌽 𐍃𐌹𐌺 𐌸𐌰𐌹 𐌷𐌰𐌹𐍂𐌳𐌾𐍉𐍃 𐌼𐌹𐌺𐌹𐌻𐌾𐌰𐌽𐌳𐌰𐌽𐍃 𐌾𐌰𐌷 𐌷𐌰𐌶𐌾𐌰𐌽𐌳𐌰𐌽𐍃 𐌲𐌿𐌸 𐌹𐌽 𐌰𐌻𐌻𐌰𐌹𐌶𐌴 𐌸𐌹𐌶𐌴𐌴𐌹 𐌲𐌰𐌷𐌰𐌿𐍃𐌹𐌳𐌴𐌳𐌿𐌽 𐌾𐌰𐌷 𐌲𐌰𐍃𐌴𐍈𐌿𐌽 𐍃𐍅𐌰𐍃𐍅𐌴 𐍂𐍉𐌳𐌹𐌸 𐍅𐌰𐍃 𐌳𐌿 𐌹𐌼.
okay	1	eight	ahtau	𐌰𐌷𐍄𐌰𐌿	yes	0	ahtau: eight; lat. octo	2	ahsa: axis, axle, name of a-rune?	2	ahjan: assume, presume, think	2	afta: behind	2	aƕa: flowing body of water, river, stream (N.), torrent	When eight days were fulfilled for the circumcision of the child, his name was called Jesus, which was given by the angel before he was conceived in the womb.	jah biþe usfulnodedun dagos ahtau du bimaitan ina, jah haitan was namo is Iesus, þata qiþano fram aggilau faurþizei ganumans wesi in wamba.	𐌾𐌰𐌷 𐌱𐌹𐌸𐌴 𐌿𐍃𐍆𐌿𐌻𐌽𐍉𐌳𐌴𐌳𐌿𐌽 𐌳𐌰𐌲𐍉𐍃 𐌰𐌷𐍄𐌰𐌿 𐌳𐌿 𐌱𐌹𐌼𐌰𐌹𐍄𐌰𐌽 𐌹𐌽𐌰, 𐌾𐌰𐌷 𐌷𐌰𐌹𐍄𐌰𐌽 𐍅𐌰𐍃 𐌽𐌰𐌼𐍉 𐌹𐍃 𐌹𐌴𐍃𐌿𐍃, 𐌸𐌰𐍄𐌰 𐌵𐌹𐌸𐌰𐌽𐍉 𐍆𐍂𐌰𐌼 𐌰𐌲𐌲𐌹𐌻𐌰𐌿 𐍆𐌰𐌿𐍂𐌸𐌹𐌶𐌴𐌹 𐌲𐌰𐌽𐌿𐌼𐌰𐌽𐍃 𐍅𐌴𐍃𐌹 𐌹𐌽 𐍅𐌰𐌼𐌱𐌰.
okay	1	name	namo	𐌽𐌰𐌼𐍉	yes	0	namō: name (N.)	2	nah-: it is allowed	2	saio: bearer of official tidings, court messenger	2	naus: cadaver, corpse, dead man	2	nati: circular casting-net, fishing-net, net	When eight days were fulfilled for the circumcision of the child, his name was called Jesus, which was given by the angel before he was conceived in the womb.	jah biþe usfulnodedun dagos ahtau du bimaitan ina, jah haitan was namo is Iesus, þata qiþano fram aggilau faurþizei ganumans wesi in wamba.	𐌾𐌰𐌷 𐌱𐌹𐌸𐌴 𐌿𐍃𐍆𐌿𐌻𐌽𐍉𐌳𐌴𐌳𐌿𐌽 𐌳𐌰𐌲𐍉𐍃 𐌰𐌷𐍄𐌰𐌿 𐌳𐌿 𐌱𐌹𐌼𐌰𐌹𐍄𐌰𐌽 𐌹𐌽𐌰, 𐌾𐌰𐌷 𐌷𐌰𐌹𐍄𐌰𐌽 𐍅𐌰𐍃 𐌽𐌰𐌼𐍉 𐌹𐍃 𐌹𐌴𐍃𐌿𐍃, 𐌸𐌰𐍄𐌰 𐌵𐌹𐌸𐌰𐌽𐍉 𐍆𐍂𐌰𐌼 𐌰𐌲𐌲𐌹𐌻𐌰𐌿 𐍆𐌰𐌿𐍂𐌸𐌹𐌶𐌴𐌹 𐌲𐌰𐌽𐌿𐌼𐌰𐌽𐍃 𐍅𐌴𐍃𐌹 𐌹𐌽 𐍅𐌰𐌼𐌱𐌰.
okay	1	womb	wamba	𐍅𐌰𐌼𐌱𐌰	yes	0	wamba: belly (N.), internal abdominal organs, uterus, viscera, womb	2	halba: aspect, bisection, facet, half (N.), section, side of refere...	2	wala: battle-field, death	2	þarba: beggar (M.), necessity, need (N.), neediness, privation, wan...	2	rauba: booty, dress (N.), loot, robbery	When eight days were fulfilled for the circumcision of the child, his name was called Jesus, which was given by the angel before he was conceived in the womb.	jah biþe usfulnodedun dagos ahtau du bimaitan ina, jah haitan was namo is Iesus, þata qiþano fram aggilau faurþizei ganumans wesi in wamba.	𐌾𐌰𐌷 𐌱𐌹𐌸𐌴 𐌿𐍃𐍆𐌿𐌻𐌽𐍉𐌳𐌴𐌳𐌿𐌽 𐌳𐌰𐌲𐍉𐍃 𐌰𐌷𐍄𐌰𐌿 𐌳𐌿 𐌱𐌹𐌼𐌰𐌹𐍄𐌰𐌽 𐌹𐌽𐌰, 𐌾𐌰𐌷 𐌷𐌰𐌹𐍄𐌰𐌽 𐍅𐌰𐍃 𐌽𐌰𐌼𐍉 𐌹𐍃 𐌹𐌴𐍃𐌿𐍃, 𐌸𐌰𐍄𐌰 𐌵𐌹𐌸𐌰𐌽𐍉 𐍆𐍂𐌰𐌼 𐌰𐌲𐌲𐌹𐌻𐌰𐌿 𐍆𐌰𐌿𐍂𐌸𐌹𐌶𐌴𐌹 𐌲𐌰𐌽𐌿𐌼𐌰𐌽𐍃 𐍅𐌴𐍃𐌹 𐌹𐌽 𐍅𐌰𐌼𐌱𐌰.
okay	1	holy	weihs	𐍅𐌴𐌹𐌷𐍃	yes	0	weihs: country precinct, hallow (Adj.), holy, rural area, rural ham...	1	weigs: fight (N.)	1	weih: holy place, sanctuary, temple	1	þeihs: occasion, occasion; ?, time (N.)	1	weiha: priest, sacerdotal official	(as it is written in the law of the Lord, "Every male who opens the womb shall be called holy to the Lord"),	swaswe gamelid ist in witoda fraujins: þatei hvazuh gumakundaize uslukands qiþu weihs fraujins haitada,	𐍃𐍅𐌰𐍃𐍅𐌴 𐌲𐌰𐌼𐌴𐌻𐌹𐌳 𐌹𐍃𐍄 𐌹𐌽 𐍅𐌹𐍄𐍉𐌳𐌰 𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐍃: 𐌸𐌰𐍄𐌴𐌹 𐍈𐌰𐌶𐌿𐌷 𐌲𐌿𐌼𐌰𐌺𐌿𐌽𐌳𐌰𐌹𐌶𐌴 𐌿𐍃𐌻𐌿𐌺𐌰𐌽𐌳𐍃 𐌵𐌹𐌸𐌿 𐍅𐌴𐌹𐌷𐍃 𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐍃 𐌷𐌰𐌹𐍄𐌰𐌳𐌰,
okay	1	sacrifice	hunsl	𐌷𐌿𐌽𐍃𐌻	yes	0	hunsl: immolation, sacrifice (N.)	1	hūns: cub (N.), young bear	1	hunsla:	2	hugs: agricultural property, country estate?, faculty of dispositi...	2	suns: all at once, all together at the same time, at once, at one ...	and to offer a sacrifice according to that which is said in the law of the Lord, "A pair of turtledoves, or two young pigeons."	jah ei gebeina fram imma hunsl, swaswe qiþan ist in witoda fraujins, gajuk hraiwadubono aiþþau twos juggons ahake.	𐌾𐌰𐌷 𐌴𐌹 𐌲𐌴𐌱𐌴𐌹𐌽𐌰 𐍆𐍂𐌰𐌼 𐌹𐌼𐌼𐌰 𐌷𐌿𐌽𐍃𐌻, 𐍃𐍅𐌰𐍃𐍅𐌴 𐌵𐌹𐌸𐌰𐌽 𐌹𐍃𐍄 𐌹𐌽 𐍅𐌹𐍄𐍉𐌳𐌰 𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐍃, 𐌲𐌰𐌾𐌿𐌺 𐌷𐍂𐌰𐌹𐍅𐌰𐌳𐌿𐌱𐍉𐌽𐍉 𐌰𐌹𐌸𐌸𐌰𐌿 𐍄𐍅𐍉𐍃 𐌾𐌿𐌲𐌲𐍉𐌽𐍃 𐌰𐌷𐌰𐌺𐌴.
okay	1	righteous	garaihts	𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐍃	yes	0	garaíhts: just (Adj.), righteous, upright	2	garaiþs: arranged, authoritatively ordered, commanded, officially det...	2	gaþlaihts: cheering up, comfort (N.), encouragement, heartening	2	garaíhtei: command (N.), justice, order (N.), rectitude, righteousness,...	2	gasahts: confutation, refutation, reproach (N.)	Behold, there was a man in Jerusalem whose name was Simeon. This man was righteous and devout, looking for the consolation of Israel, and the Holy Spirit was on him.	þaruh was manna in Iairusalem, þizei namo Swmaion, jah sa manna was garaihts jah gudafaurhts, beidands laþonais Israelis, jah ahma weihs was ana imma.	𐌸𐌰𐍂𐌿𐌷 𐍅𐌰𐍃 𐌼𐌰𐌽𐌽𐌰 𐌹𐌽 𐌹𐌰𐌹𐍂𐌿𐍃𐌰𐌻𐌴𐌼, 𐌸𐌹𐌶𐌴𐌹 𐌽𐌰𐌼𐍉 𐍃𐍅𐌼𐌰𐌹𐍉𐌽, 𐌾𐌰𐌷 𐍃𐌰 𐌼𐌰𐌽𐌽𐌰 𐍅𐌰𐍃 𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐍃 𐌾𐌰𐌷 𐌲𐌿𐌳𐌰𐍆𐌰𐌿𐍂𐌷𐍄𐍃, 𐌱𐌴𐌹𐌳𐌰𐌽𐌳𐍃 𐌻𐌰𐌸𐍉𐌽𐌰𐌹𐍃 𐌹𐍃𐍂𐌰𐌴𐌻𐌹𐍃, 𐌾𐌰𐌷 𐌰𐌷𐌼𐌰 𐍅𐌴𐌹𐌷𐍃 𐍅𐌰𐍃 𐌰𐌽𐌰 𐌹𐌼𐌼𐌰.
okay	1	devout	gudafaurhts	𐌲𐌿𐌳𐌰𐍆𐌰𐌿𐍂𐌷𐍄𐍃	yes	0	gudafaúrhts: God-fearing, devout	4	faúrhts: afraid, anxious, cowardly (Adj.), fearful of, timid	4	gafaúrds: Sanhedrin, high council, supreme assembly	4	gafaurs: descreet, restrained, sober (Adj.), sober-tongued, temperate...	4	frawaúrhts: evil-doing (Adj.), evil-doing (N.), offence, sin (N.), sinfu...	Behold, there was a man in Jerusalem whose name was Simeon. This man was righteous and devout, looking for the consolation of Israel, and the Holy Spirit was on him.	þaruh was manna in Iairusalem, þizei namo Swmaion, jah sa manna was garaihts jah gudafaurhts, beidands laþonais Israelis, jah ahma weihs was ana imma.	𐌸𐌰𐍂𐌿𐌷 𐍅𐌰𐍃 𐌼𐌰𐌽𐌽𐌰 𐌹𐌽 𐌹𐌰𐌹𐍂𐌿𐍃𐌰𐌻𐌴𐌼, 𐌸𐌹𐌶𐌴𐌹 𐌽𐌰𐌼𐍉 𐍃𐍅𐌼𐌰𐌹𐍉𐌽, 𐌾𐌰𐌷 𐍃𐌰 𐌼𐌰𐌽𐌽𐌰 𐍅𐌰𐍃 𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐍃 𐌾𐌰𐌷 𐌲𐌿𐌳𐌰𐍆𐌰𐌿𐍂𐌷𐍄𐍃, 𐌱𐌴𐌹𐌳𐌰𐌽𐌳𐍃 𐌻𐌰𐌸𐍉𐌽𐌰𐌹𐍃 𐌹𐍃𐍂𐌰𐌴𐌻𐌹𐍃, 𐌾𐌰𐌷 𐌰𐌷𐌼𐌰 𐍅𐌴𐌹𐌷𐍃 𐍅𐌰𐍃 𐌰𐌽𐌰 𐌹𐌼𐌼𐌰.
okay	1	parents	berusjos	𐌱𐌴𐍂𐌿𐍃𐌾𐍉𐍃	yes	0	bērusjōs: parents	3	bērusi: she having borne, she who has borne	3	brusts: breast (N.), chest, heart, thorax	3	brunjō: breastplate, byrnie	4	barusnjan: acknowledge the parental prerogatives or precedence of, show...	He came in the Spirit into the temple. When the parents brought in the child, Jesus, that they might do concerning him according to the custom of the law,	jah qam in ahmin in þizai alh; jah miþþanei innattauhun berusjos þata barn Iesu, ei tawidedeina bi biuhtja witodis bi ina,	𐌾𐌰𐌷 𐌵𐌰𐌼 𐌹𐌽 𐌰𐌷𐌼𐌹𐌽 𐌹𐌽 𐌸𐌹𐌶𐌰𐌹 𐌰𐌻𐌷; 𐌾𐌰𐌷 𐌼𐌹𐌸𐌸𐌰𐌽𐌴𐌹 𐌹𐌽𐌽𐌰𐍄𐍄𐌰𐌿𐌷𐌿𐌽 𐌱𐌴𐍂𐌿𐍃𐌾𐍉𐍃 𐌸𐌰𐍄𐌰 𐌱𐌰𐍂𐌽 𐌹𐌴𐍃𐌿, 𐌴𐌹 𐍄𐌰𐍅𐌹𐌳𐌴𐌳𐌴𐌹𐌽𐌰 𐌱𐌹 𐌱𐌹𐌿𐌷𐍄𐌾𐌰 𐍅𐌹𐍄𐍉𐌳𐌹𐍃 𐌱𐌹 𐌹𐌽𐌰,
okay	1	child	barn	𐌱𐌰𐍂𐌽	yes	0	barn: child; lat. puer	1	bara: man	2	bala: horse with a blaze	2	karōn: be concerned about, care about, worry about	2	bata: advantage, avail (N.), benefit (N.), profit (N.), worthiness	He came in the Spirit into the temple. When the parents brought in the child, Jesus, that they might do concerning him according to the custom of the law,	jah qam in ahmin in þizai alh; jah miþþanei innattauhun berusjos þata barn Iesu, ei tawidedeina bi biuhtja witodis bi ina,	𐌾𐌰𐌷 𐌵𐌰𐌼 𐌹𐌽 𐌰𐌷𐌼𐌹𐌽 𐌹𐌽 𐌸𐌹𐌶𐌰𐌹 𐌰𐌻𐌷; 𐌾𐌰𐌷 𐌼𐌹𐌸𐌸𐌰𐌽𐌴𐌹 𐌹𐌽𐌽𐌰𐍄𐍄𐌰𐌿𐌷𐌿𐌽 𐌱𐌴𐍂𐌿𐍃𐌾𐍉𐍃 𐌸𐌰𐍄𐌰 𐌱𐌰𐍂𐌽 𐌹𐌴𐍃𐌿, 𐌴𐌹 𐍄𐌰𐍅𐌹𐌳𐌴𐌳𐌴𐌹𐌽𐌰 𐌱𐌹 𐌱𐌹𐌿𐌷𐍄𐌾𐌰 𐍅𐌹𐍄𐍉𐌳𐌹𐍃 𐌱𐌹 𐌹𐌽𐌰,
okay	1	light	liuhaþ	𐌻𐌹𐌿𐌷𐌰𐌸	yes	0	liuhaþ: light (N.), luminous radiation	2	liugan: espouse, lie (1) (V.), marry, speak falsely, take a spouse, ...	2	liusan: be solved?, cancel, remove (V.), solve	2	tiuhan: bring, conduct (V.), guide (V.), lead (V.)	2	liuta: deceiver, hypocrite, impostor	a light for revelation to the nations, and the glory of your people Israel."	liuhaþ du andhuleinai þiudom jah wulþu managein þeinai Israela.	𐌻𐌹𐌿𐌷𐌰𐌸 𐌳𐌿 𐌰𐌽𐌳𐌷𐌿𐌻𐌴𐌹𐌽𐌰𐌹 𐌸𐌹𐌿𐌳𐍉𐌼 𐌾𐌰𐌷 𐍅𐌿𐌻𐌸𐌿 𐌼𐌰𐌽𐌰𐌲𐌴𐌹𐌽 𐌸𐌴𐌹𐌽𐌰𐌹 𐌹𐍃𐍂𐌰𐌴𐌻𐌰.
okay	1	mother	aiþei	𐌰𐌹𐌸𐌴𐌹	yes	0	aiþei: mother (F.)	2	biþē: after, after that time, afterward, as soon as, at the point ...	2	þei: such as that, such that, this that	2	auþeis: barren, desert (Adj.), deserted, desolate (Adj.)	2	balþei: boldness, confidence, fearlessness, frankness	Joseph and his mother were marveling at the things which were spoken concerning him,	jah was Iosef jah aiþei is sildaleikjandona ana þaim þoei rodida wesun bi ina.	𐌾𐌰𐌷 𐍅𐌰𐍃 𐌹𐍉𐍃𐌴𐍆 𐌾𐌰𐌷 𐌰𐌹𐌸𐌴𐌹 𐌹𐍃 𐍃𐌹𐌻𐌳𐌰𐌻𐌴𐌹𐌺𐌾𐌰𐌽𐌳𐍉𐌽𐌰 𐌰𐌽𐌰 𐌸𐌰𐌹𐌼 𐌸𐍉𐌴𐌹 𐍂𐍉𐌳𐌹𐌳𐌰 𐍅𐌴𐍃𐌿𐌽 𐌱𐌹 𐌹𐌽𐌰.
okay	1	sword	hairus	𐌷𐌰𐌹𐍂𐌿𐍃	yes	0	haírus: sabre, sword	1	airus: embassy, emissary, messenger	1	haidus: fashion (N.), manner (N.), mode, way (N.)	2	waírþs: ...wards, of appropriate fitness, qualified, towards, worth ...	2	haþus: battle (N.), fight (N.), struggle (N.)	Yes, a sword will pierce through your own soul, that the thoughts of many hearts may be revealed."	jah þan þeina silbons saiwala þairhgaggiþ hairus, ei andhuljaindau us managaim hairtam mitoneis.	𐌾𐌰𐌷 𐌸𐌰𐌽 𐌸𐌴𐌹𐌽𐌰 𐍃𐌹𐌻𐌱𐍉𐌽𐍃 𐍃𐌰𐌹𐍅𐌰𐌻𐌰 𐌸𐌰𐌹𐍂𐌷𐌲𐌰𐌲𐌲𐌹𐌸 𐌷𐌰𐌹𐍂𐌿𐍃, 𐌴𐌹 𐌰𐌽𐌳𐌷𐌿𐌻𐌾𐌰𐌹𐌽𐌳𐌰𐌿 𐌿𐍃 𐌼𐌰𐌽𐌰𐌲𐌰𐌹𐌼 𐌷𐌰𐌹𐍂𐍄𐌰𐌼 𐌼𐌹𐍄𐍉𐌽𐌴𐌹𐍃.
okay	1	soul	saiwala	𐍃𐌰𐌹𐍅𐌰𐌻𐌰	yes	0	saiwala: soul	3	samana: all together, at the same time, in union	3	spilla: announcer, herald, proclaimer, promulgator, teller	3	sarwa: armament, arms, war equipment, weapons	3	wala: battle-field, death	Yes, a sword will pierce through your own soul, that the thoughts of many hearts may be revealed."	jah þan þeina silbons saiwala þairhgaggiþ hairus, ei andhuljaindau us managaim hairtam mitoneis.	𐌾𐌰𐌷 𐌸𐌰𐌽 𐌸𐌴𐌹𐌽𐌰 𐍃𐌹𐌻𐌱𐍉𐌽𐍃 𐍃𐌰𐌹𐍅𐌰𐌻𐌰 𐌸𐌰𐌹𐍂𐌷𐌲𐌰𐌲𐌲𐌹𐌸 𐌷𐌰𐌹𐍂𐌿𐍃, 𐌴𐌹 𐌰𐌽𐌳𐌷𐌿𐌻𐌾𐌰𐌹𐌽𐌳𐌰𐌿 𐌿𐍃 𐌼𐌰𐌽𐌰𐌲𐌰𐌹𐌼 𐌷𐌰𐌹𐍂𐍄𐌰𐌼 𐌼𐌹𐍄𐍉𐌽𐌴𐌹𐍃.
okay	1	prophetess	praufeteis	𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌴𐌹𐍃	yes	0	praúfēteis: prophetess	1	praúfētes: prophet (M.)	3	praúfētja: prophecy	3	praúfētjan: prophesy	4	gafēteins: adornment, clothing, fine apparel, garniture	There was one Anna, a prophetess, the daughter of Phanuel, of the tribe of Asher (she was of a great age, having lived with a husband seven years from her virginity,	jah was Anna praufeteis, dauhtar Fanuelis, us kunja Aseris; soh framaldra dage managaize libandei miþ abin jera sibun fram magaþein seinai,	𐌾𐌰𐌷 𐍅𐌰𐍃 𐌰𐌽𐌽𐌰 𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌴𐌹𐍃, 𐌳𐌰𐌿𐌷𐍄𐌰𐍂 𐍆𐌰𐌽𐌿𐌴𐌻𐌹𐍃, 𐌿𐍃 𐌺𐌿𐌽𐌾𐌰 𐌰𐍃𐌴𐍂𐌹𐍃; 𐍃𐍉𐌷 𐍆𐍂𐌰𐌼𐌰𐌻𐌳𐍂𐌰 𐌳𐌰𐌲𐌴 𐌼𐌰𐌽𐌰𐌲𐌰𐌹𐌶𐌴 𐌻𐌹𐌱𐌰𐌽𐌳𐌴𐌹 𐌼𐌹𐌸 𐌰𐌱𐌹𐌽 𐌾𐌴𐍂𐌰 𐍃𐌹𐌱𐌿𐌽 𐍆𐍂𐌰𐌼 𐌼𐌰𐌲𐌰𐌸𐌴𐌹𐌽 𐍃𐌴𐌹𐌽𐌰𐌹,
okay	1	daughter	dauhtar	𐌳𐌰𐌿𐌷𐍄𐌰𐍂	yes	0	daúhtar: daughter	2	daúhts: banquet, feast (N.)	3	naúhan: be barely adequate, be just enough	3	saúhts: ailment, disease, illness, sickness	3	draúhts: army, host, legion	There was one Anna, a prophetess, the daughter of Phanuel, of the tribe of Asher (she was of a great age, having lived with a husband seven years from her virginity,	jah was Anna praufeteis, dauhtar Fanuelis, us kunja Aseris; soh framaldra dage managaize libandei miþ abin jera sibun fram magaþein seinai,	𐌾𐌰𐌷 𐍅𐌰𐍃 𐌰𐌽𐌽𐌰 𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌴𐌹𐍃, 𐌳𐌰𐌿𐌷𐍄𐌰𐍂 𐍆𐌰𐌽𐌿𐌴𐌻𐌹𐍃, 𐌿𐍃 𐌺𐌿𐌽𐌾𐌰 𐌰𐍃𐌴𐍂𐌹𐍃; 𐍃𐍉𐌷 𐍆𐍂𐌰𐌼𐌰𐌻𐌳𐍂𐌰 𐌳𐌰𐌲𐌴 𐌼𐌰𐌽𐌰𐌲𐌰𐌹𐌶𐌴 𐌻𐌹𐌱𐌰𐌽𐌳𐌴𐌹 𐌼𐌹𐌸 𐌰𐌱𐌹𐌽 𐌾𐌴𐍂𐌰 𐍃𐌹𐌱𐌿𐌽 𐍆𐍂𐌰𐌼 𐌼𐌰𐌲𐌰𐌸𐌴𐌹𐌽 𐍃𐌴𐌹𐌽𐌰𐌹,
okay	1	child	barn	𐌱𐌰𐍂𐌽	yes	0	barn: child; lat. puer	1	bara: man	2	bala: horse with a blaze	2	karōn: be concerned about, care about, worry about	2	bata: advantage, avail (N.), benefit (N.), profit (N.), worthiness	The child was growing, and was becoming strong in spirit, being filled with wisdom, and the grace of God was upon him.	iþ þata barn wohs jah swinþnoda ahmins fullnands jah handugeins, jah ansts gudis was ana imma.	𐌹𐌸 𐌸𐌰𐍄𐌰 𐌱𐌰𐍂𐌽 𐍅𐍉𐌷𐍃 𐌾𐌰𐌷 𐍃𐍅𐌹𐌽𐌸𐌽𐍉𐌳𐌰 𐌰𐌷𐌼𐌹𐌽𐍃 𐍆𐌿𐌻𐌻𐌽𐌰𐌽𐌳𐍃 𐌾𐌰𐌷 𐌷𐌰𐌽𐌳𐌿𐌲𐌴𐌹𐌽𐍃, 𐌾𐌰𐌷 𐌰𐌽𐍃𐍄𐍃 𐌲𐌿𐌳𐌹𐍃 𐍅𐌰𐍃 𐌰𐌽𐌰 𐌹𐌼𐌼𐌰.
okay	1	grace	ansts	𐌰𐌽𐍃𐍄𐍃	yes	0	ansts: beneficence, blessing, favour (N.), gift (N.), grace, gracio...	1	bansts: barn, storehouse	1	asts: bough, branch (N.)	1	anses: demigods	1	ansus: god	The child was growing, and was becoming strong in spirit, being filled with wisdom, and the grace of God was upon him.	iþ þata barn wohs jah swinþnoda ahmins fullnands jah handugeins, jah ansts gudis was ana imma.	𐌹𐌸 𐌸𐌰𐍄𐌰 𐌱𐌰𐍂𐌽 𐍅𐍉𐌷𐍃 𐌾𐌰𐌷 𐍃𐍅𐌹𐌽𐌸𐌽𐍉𐌳𐌰 𐌰𐌷𐌼𐌹𐌽𐍃 𐍆𐌿𐌻𐌻𐌽𐌰𐌽𐌳𐍃 𐌾𐌰𐌷 𐌷𐌰𐌽𐌳𐌿𐌲𐌴𐌹𐌽𐍃, 𐌾𐌰𐌷 𐌰𐌽𐍃𐍄𐍃 𐌲𐌿𐌳𐌹𐍃 𐍅𐌰𐍃 𐌰𐌽𐌰 𐌹𐌼𐌼𐌰.
okay	1	twelve	twalibwintrus	𐍄𐍅𐌰𐌻𐌹𐌱𐍅𐌹𐌽𐍄𐍂𐌿𐍃	yes	0	twalibwintrus: twelve winters old	6	twai tigjus: twenty	6	twaitigjus: twenty	6	wintrus: winter (N.), wintertime, year	7	talzeins: correction, discipline (N.), instruction, training, upbringi...	When he was twelve years old, they went up to Jerusalem according to the custom of the feast,	jah biþe warþ twalibwintrus, usgaggandam þan im in Iairusaulwma bi biuhtja dulþais,	𐌾𐌰𐌷 𐌱𐌹𐌸𐌴 𐍅𐌰𐍂𐌸 𐍄𐍅𐌰𐌻𐌹𐌱𐍅𐌹𐌽𐍄𐍂𐌿𐍃, 𐌿𐍃𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰𐌼 𐌸𐌰𐌽 𐌹𐌼 𐌹𐌽 𐌹𐌰𐌹𐍂𐌿𐍃𐌰𐌿𐌻𐍅𐌼𐌰 𐌱𐌹 𐌱𐌹𐌿𐌷𐍄𐌾𐌰 𐌳𐌿𐌻𐌸𐌰𐌹𐍃,
okay	1	day's	dagis	𐌳𐌰𐌲𐌹𐍃	yes	0	dagis: by day, in the daytime	1	agis: awe (N.), fear (N.), fright, terror (N.)	1	dags: day, name of d-rune; lat. dies	2	ragin: adjudgement, assessment, decision, decree (N.), determinatio...	2	digrs: kneaded all together, plump, stout, thick	but supposing him to be in the company, they went a day's journey, and they looked for him among their relatives and acquaintances.	hugjandona in gasinþjam ina wisan qemun dagis wig jah sokidedun ina in ganiþjam jah in kunþam.	𐌷𐌿𐌲𐌾𐌰𐌽𐌳𐍉𐌽𐌰 𐌹𐌽 𐌲𐌰𐍃𐌹𐌽𐌸𐌾𐌰𐌼 𐌹𐌽𐌰 𐍅𐌹𐍃𐌰𐌽 𐌵𐌴𐌼𐌿𐌽 𐌳𐌰𐌲𐌹𐍃 𐍅𐌹𐌲 𐌾𐌰𐌷 𐍃𐍉𐌺𐌹𐌳𐌴𐌳𐌿𐌽 𐌹𐌽𐌰 𐌹𐌽 𐌲𐌰𐌽𐌹𐌸𐌾𐌰𐌼 𐌾𐌰𐌷 𐌹𐌽 𐌺𐌿𐌽𐌸𐌰𐌼.
okay	1	mother	aiþei	𐌰𐌹𐌸𐌴𐌹	yes	0	aiþei: mother (F.)	2	biþē: after, after that time, afterward, as soon as, at the point ...	2	þei: such as that, such that, this that	2	auþeis: barren, desert (Adj.), deserted, desolate (Adj.)	2	balþei: boldness, confidence, fearlessness, frankness	When they saw him, they were astonished, and his mother said to him, "Son, why have you treated us this way? Behold, your father and I were anxiously looking for you."	jah gasaihvandans ina sildaleikidedun, jah qaþ du imma so aiþei is: magau, hva gatawides uns swa? sai, sa atta þeins jah ik winnandona sokidedum þuk.	𐌾𐌰𐌷 𐌲𐌰𐍃𐌰𐌹𐍈𐌰𐌽𐌳𐌰𐌽𐍃 𐌹𐌽𐌰 𐍃𐌹𐌻𐌳𐌰𐌻𐌴𐌹𐌺𐌹𐌳𐌴𐌳𐌿𐌽, 𐌾𐌰𐌷 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼𐌼𐌰 𐍃𐍉 𐌰𐌹𐌸𐌴𐌹 𐌹𐍃: 𐌼𐌰𐌲𐌰𐌿, 𐍈𐌰 𐌲𐌰𐍄𐌰𐍅𐌹𐌳𐌴𐍃 𐌿𐌽𐍃 𐍃𐍅𐌰? 𐍃𐌰𐌹, 𐍃𐌰 𐌰𐍄𐍄𐌰 𐌸𐌴𐌹𐌽𐍃 𐌾𐌰𐌷 𐌹𐌺 𐍅𐌹𐌽𐌽𐌰𐌽𐌳𐍉𐌽𐌰 𐍃𐍉𐌺𐌹𐌳𐌴𐌳𐌿𐌼 𐌸𐌿𐌺.
