status	alignment_id	source	tier	english_word	gothic_surface	gothic_surface_gothic	script_ok	dist_1	match_1	dist_2	match_2	dist_3	match_3	english_sentence	gothic_sentence_roman	gothic_sentence_gothic
okay	train_1290_d1	llm_diversify	1	tombs	hlaiwasnom	𐌷𐌻𐌰𐌹𐍅𐌰𐍃𐌽𐍉𐌼	yes	1	hlaiwasnōs: mausoleums, tombs	4	ƕaiwa nū: how now	5	hnaiwjan: abase (V.), cause to go down, humble (V.), lower (V.), make ...	and coming out of the tombs after his resurrection, they entered into the holy city and appeared to many.	jah usgaggandans us hlaiwasnom afar urrist is innatgaggandans in þo weihon baurg jah ataugidedun sik managaim.	𐌾𐌰𐌷 𐌿𐍃𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰𐌽𐍃 𐌿𐍃 𐌷𐌻𐌰𐌹𐍅𐌰𐍃𐌽𐍉𐌼 𐌰𐍆𐌰𐍂 𐌿𐍂𐍂𐌹𐍃𐍄 𐌹𐍃 𐌹𐌽𐌽𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰𐌽𐍃 𐌹𐌽 𐌸𐍉 𐍅𐌴𐌹𐌷𐍉𐌽 𐌱𐌰𐌿𐍂𐌲 𐌾𐌰𐌷 𐌰𐍄𐌰𐌿𐌲𐌹𐌳𐌴𐌳𐌿𐌽 𐍃𐌹𐌺 𐌼𐌰𐌽𐌰𐌲𐌰𐌹𐌼.
okay	train_1003_d0	llm_diversify	1	fig tree	smakkabagma	𐍃𐌼𐌰𐌺𐌺𐌰𐌱𐌰𐌲𐌼𐌰	yes	1	smakkabagms: fig-tree	5	baírabagms: bearberry tree, mulberry tree	5	peikabagms: date palm, palm tree	"Now from the fig tree, learn this parable. When the branch has now become tender, and puts forth its leaves, you know that the summer is near;	aþþan af smakkabagma ganimiþ þo gajukon. þan þis juþan asts þlaqus wairþiþ, jah uskeinand laubos, kunnuþ þatei nehva ist asans.	𐌰𐌸𐌸𐌰𐌽 𐌰𐍆 𐍃𐌼𐌰𐌺𐌺𐌰𐌱𐌰𐌲𐌼𐌰 𐌲𐌰𐌽𐌹𐌼𐌹𐌸 𐌸𐍉 𐌲𐌰𐌾𐌿𐌺𐍉𐌽. 𐌸𐌰𐌽 𐌸𐌹𐍃 𐌾𐌿𐌸𐌰𐌽 𐌰𐍃𐍄𐍃 𐌸𐌻𐌰𐌵𐌿𐍃 𐍅𐌰𐌹𐍂𐌸𐌹𐌸, 𐌾𐌰𐌷 𐌿𐍃𐌺𐌴𐌹𐌽𐌰𐌽𐌳 𐌻𐌰𐌿𐌱𐍉𐍃, 𐌺𐌿𐌽𐌽𐌿𐌸 𐌸𐌰𐍄𐌴𐌹 𐌽𐌴𐍈𐌰 𐌹𐍃𐍄 𐌰𐍃𐌰𐌽𐍃.
okay	train_0253_d0	llm_diversify	1	foundation	grunduwaddju	𐌲𐍂𐌿𐌽𐌳𐌿𐍅𐌰𐌳𐌳𐌾𐌿	yes	1	grunduwaddjus: foundation-wall, ground-wall, groundwork, wall-base	6	baúrgswaddjus: city circumvallation, city wall, town wall	6	grundiþa: ground (N.)?; ?	But he who hears, and doesn't do, is like a man who built a house on the earth without a foundation, against which the stream broke, and immediately it fell, and the ruin of that house was great."	iþ sa hausjands jah ni taujands galeiks ist mann timrjandin razn ana airþai inuh grunduwaddju, þatei bistagq flodus, jah suns gadraus, jah warþ so uswalteins þis raznis mikila.	𐌹𐌸 𐍃𐌰 𐌷𐌰𐌿𐍃𐌾𐌰𐌽𐌳𐍃 𐌾𐌰𐌷 𐌽𐌹 𐍄𐌰𐌿𐌾𐌰𐌽𐌳𐍃 𐌲𐌰𐌻𐌴𐌹𐌺𐍃 𐌹𐍃𐍄 𐌼𐌰𐌽𐌽 𐍄𐌹𐌼𐍂𐌾𐌰𐌽𐌳𐌹𐌽 𐍂𐌰𐌶𐌽 𐌰𐌽𐌰 𐌰𐌹𐍂𐌸𐌰𐌹 𐌹𐌽𐌿𐌷 𐌲𐍂𐌿𐌽𐌳𐌿𐍅𐌰𐌳𐌳𐌾𐌿, 𐌸𐌰𐍄𐌴𐌹 𐌱𐌹𐍃𐍄𐌰𐌲𐌵 𐍆𐌻𐍉𐌳𐌿𐍃, 𐌾𐌰𐌷 𐍃𐌿𐌽𐍃 𐌲𐌰𐌳𐍂𐌰𐌿𐍃, 𐌾𐌰𐌷 𐍅𐌰𐍂𐌸 𐍃𐍉 𐌿𐍃𐍅𐌰𐌻𐍄𐌴𐌹𐌽𐍃 𐌸𐌹𐍃 𐍂𐌰𐌶𐌽𐌹𐍃 𐌼𐌹𐌺𐌹𐌻𐌰.
okay	train_0298_d0	llm_diversify	1	one hundred times	taihuntaihundfalþ	𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌰𐌹𐌷𐌿𐌽𐌳𐍆𐌰𐌻𐌸	yes	1	taíhuntaíhundfalþs: centuple, hundred-fold	6	taíhuntēhund: hundred	9	faíhuþraihn: accumulation of riches, gathering of money, wealth, wealth-a...	Other fell into the good ground, and grew, and brought forth fruit one hundred times." As he said these things, he called out, "He who has ears to hear, let him hear!"	jah anþar gadraus ana airþai godai jah uskeinoda jah tawida akran taihuntaihundfalþ. þata þan qiþands ufwopida: saei habai ausona du hausjan, gahausjai.	𐌾𐌰𐌷 𐌰𐌽𐌸𐌰𐍂 𐌲𐌰𐌳𐍂𐌰𐌿𐍃 𐌰𐌽𐌰 𐌰𐌹𐍂𐌸𐌰𐌹 𐌲𐍉𐌳𐌰𐌹 𐌾𐌰𐌷 𐌿𐍃𐌺𐌴𐌹𐌽𐍉𐌳𐌰 𐌾𐌰𐌷 𐍄𐌰𐍅𐌹𐌳𐌰 𐌰𐌺𐍂𐌰𐌽 𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌰𐌹𐌷𐌿𐌽𐌳𐍆𐌰𐌻𐌸. 𐌸𐌰𐍄𐌰 𐌸𐌰𐌽 𐌵𐌹𐌸𐌰𐌽𐌳𐍃 𐌿𐍆𐍅𐍉𐍀𐌹𐌳𐌰: 𐍃𐌰𐌴𐌹 𐌷𐌰𐌱𐌰𐌹 𐌰𐌿𐍃𐍉𐌽𐌰 𐌳𐌿 𐌷𐌰𐌿𐍃𐌾𐌰𐌽, 𐌲𐌰𐌷𐌰𐌿𐍃𐌾𐌰𐌹.
okay	train_0491_d0	llm_diversify	1	of Man	mans	𐌼𐌰𐌽𐍃	yes	1	ans: wooden beam	1	mains: common	1	Dans: Dane	It will be the same way in the day that the Son of Man is revealed.	bi þamma wairþiþ þamma daga, ei sunus mans andhuljada.	𐌱𐌹 𐌸𐌰𐌼𐌼𐌰 𐍅𐌰𐌹𐍂𐌸𐌹𐌸 𐌸𐌰𐌼𐌼𐌰 𐌳𐌰𐌲𐌰, 𐌴𐌹 𐍃𐌿𐌽𐌿𐍃 𐌼𐌰𐌽𐍃 𐌰𐌽𐌳𐌷𐌿𐌻𐌾𐌰𐌳𐌰.
okay	train_0491_d1	llm_diversify	1	of Man	mans	𐌼𐌰𐌽𐍃	yes	1	ans: wooden beam	1	mains: common	1	Dans: Dane	It will be the same way in the day that the Son of Man is revealed.	bi þamma wairþiþ þamma daga, ei sunus mans andhuljada.	𐌱𐌹 𐌸𐌰𐌼𐌼𐌰 𐍅𐌰𐌹𐍂𐌸𐌹𐌸 𐌸𐌰𐌼𐌼𐌰 𐌳𐌰𐌲𐌰, 𐌴𐌹 𐍃𐌿𐌽𐌿𐍃 𐌼𐌰𐌽𐍃 𐌰𐌽𐌳𐌷𐌿𐌻𐌾𐌰𐌳𐌰.
okay	train_0598_d0	llm_diversify	1	Some	sumai	𐍃𐌿𐌼𐌰𐌹	yes	1	suman: (piecemeal), at one time, at some time, formerly, in a certa...	2	sums: a certain one, anyone, one, some, somebody	2	samaþ: all together to the same place, to the same place, together	Some of the scribes answered, "Teacher, you speak well."	andhafjandans þan sumai þize bokarje qeþun: laisari, waila qast.	𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌰𐌽𐌳𐌰𐌽𐍃 𐌸𐌰𐌽 𐍃𐌿𐌼𐌰𐌹 𐌸𐌹𐌶𐌴 𐌱𐍉𐌺𐌰𐍂𐌾𐌴 𐌵𐌴𐌸𐌿𐌽: 𐌻𐌰𐌹𐍃𐌰𐍂𐌹, 𐍅𐌰𐌹𐌻𐌰 𐌵𐌰𐍃𐍄.
okay	train_0025_d0	llm_diversify	1	conceive	ganimis	𐌲𐌰𐌽𐌹𐌼𐌹𐍃	yes	2	ganiman: acquire, conceive, learn, receive in recompense, take along,...	2	gaqimiþ:	2	ganists: deliverance, rescue (N.), salvation	Behold, you will conceive in your womb, and bring forth a son, and will call his name 'Jesus.'	jah sai, ganimis in kilþein jah gabairis sunu jah haitais namo is Iesu.	𐌾𐌰𐌷 𐍃𐌰𐌹, 𐌲𐌰𐌽𐌹𐌼𐌹𐍃 𐌹𐌽 𐌺𐌹𐌻𐌸𐌴𐌹𐌽 𐌾𐌰𐌷 𐌲𐌰𐌱𐌰𐌹𐍂𐌹𐍃 𐍃𐌿𐌽𐌿 𐌾𐌰𐌷 𐌷𐌰𐌹𐍄𐌰𐌹𐍃 𐌽𐌰𐌼𐍉 𐌹𐍃 𐌹𐌴𐍃𐌿.
okay	train_0025_d1	llm_diversify	1	conceive	ganimis	𐌲𐌰𐌽𐌹𐌼𐌹𐍃	yes	2	ganiman: acquire, conceive, learn, receive in recompense, take along,...	2	gaqimiþ:	2	ganists: deliverance, rescue (N.), salvation	Behold, you will conceive in your womb, and bring forth a son, and will call his name 'Jesus.'	jah sai, ganimis in kilþein jah gabairis sunu jah haitais namo is Iesu.	𐌾𐌰𐌷 𐍃𐌰𐌹, 𐌲𐌰𐌽𐌹𐌼𐌹𐍃 𐌹𐌽 𐌺𐌹𐌻𐌸𐌴𐌹𐌽 𐌾𐌰𐌷 𐌲𐌰𐌱𐌰𐌹𐍂𐌹𐍃 𐍃𐌿𐌽𐌿 𐌾𐌰𐌷 𐌷𐌰𐌹𐍄𐌰𐌹𐍃 𐌽𐌰𐌼𐍉 𐌹𐍃 𐌹𐌴𐍃𐌿.
okay	train_0025_d2	llm_diversify	1	call	haitais	𐌷𐌰𐌹𐍄𐌰𐌹𐍃	yes	2	haitan: address (V.), be named, bid (V.), call (V.), command (V.), i...	2	hailags: holy, sacred and inviolable, sacrosanct	2	hatis: angry hostility, animosity, directed anger, hate (N.)	Behold, you will conceive in your womb, and bring forth a son, and will call his name 'Jesus.'	jah sai, ganimis in kilþein jah gabairis sunu jah haitais namo is Iesu.	𐌾𐌰𐌷 𐍃𐌰𐌹, 𐌲𐌰𐌽𐌹𐌼𐌹𐍃 𐌹𐌽 𐌺𐌹𐌻𐌸𐌴𐌹𐌽 𐌾𐌰𐌷 𐌲𐌰𐌱𐌰𐌹𐍂𐌹𐍃 𐍃𐌿𐌽𐌿 𐌾𐌰𐌷 𐌷𐌰𐌹𐍄𐌰𐌹𐍃 𐌽𐌰𐌼𐍉 𐌹𐍃 𐌹𐌴𐍃𐌿.
okay	train_0037_d0	llm_diversify	1	come	qemi	𐌵𐌴𐌼𐌹	yes	2	ei: a time wherein, in a way that, in such a manner, in that cas...	2	qums: advent, arrival, coming (N.), parousia, presence	2	þei: such as that, such that, this that	Why am I so favored, that the mother of my Lord should come to me?	jah hvaþro mis þata, ei qemi aiþei fraujins meinis at mis?	𐌾𐌰𐌷 𐍈𐌰𐌸𐍂𐍉 𐌼𐌹𐍃 𐌸𐌰𐍄𐌰, 𐌴𐌹 𐌵𐌴𐌼𐌹 𐌰𐌹𐌸𐌴𐌹 𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐍃 𐌼𐌴𐌹𐌽𐌹𐍃 𐌰𐍄 𐌼𐌹𐍃?
okay	train_0064_d0	llm_diversify	1	our	unsarans	𐌿𐌽𐍃𐌰𐍂𐌰𐌽𐍃	yes	2	unbaúrans: unborn	2	unsaltans: unsalted	3	insakan: declare, designate, explain, expound, give an account, prese...	In holiness and righteousness before him all the days of our life.	in sunjai jah garaihtein in andwairþja is allans dagans unsarans.	𐌹𐌽 𐍃𐌿𐌽𐌾𐌰𐌹 𐌾𐌰𐌷 𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐌴𐌹𐌽 𐌹𐌽 𐌰𐌽𐌳𐍅𐌰𐌹𐍂𐌸𐌾𐌰 𐌹𐍃 𐌰𐌻𐌻𐌰𐌽𐍃 𐌳𐌰𐌲𐌰𐌽𐍃 𐌿𐌽𐍃𐌰𐍂𐌰𐌽𐍃.
okay	train_0077_d0	llm_diversify	1	this	himma	𐌷𐌹𐌼𐌼𐌰	yes	2	hliuma: ability to hear, ears (= hliumans), ears (= hliumans); ?, he...	2	hlimman: crash (V.), resound, roar (V.), rush (V.)	2	hlamma: crash-trap, pitfall, snare (N.), trap for crash-falling into	For there is born to you, this day, in the city of David, a Savior, who is Christ the Lord.	þatei gabaurans ist izwis himma daga nasjands, saei ist Xristus frauja, in baurg Daweidis.	𐌸𐌰𐍄𐌴𐌹 𐌲𐌰𐌱𐌰𐌿𐍂𐌰𐌽𐍃 𐌹𐍃𐍄 𐌹𐌶𐍅𐌹𐍃 𐌷𐌹𐌼𐌼𐌰 𐌳𐌰𐌲𐌰 𐌽𐌰𐍃𐌾𐌰𐌽𐌳𐍃, 𐍃𐌰𐌴𐌹 𐌹𐍃𐍄 𐍇𐍂𐌹𐍃𐍄𐌿𐍃 𐍆𐍂𐌰𐌿𐌾𐌰, 𐌹𐌽 𐌱𐌰𐌿𐍂𐌲 𐌳𐌰𐍅𐌴𐌹𐌳𐌹𐍃.
okay	train_0157_d0	llm_diversify	1	gracious	anstais	𐌰𐌽𐍃𐍄𐌰𐌹𐍃	yes	2	ansts: beneficence, blessing, favour (N.), gift (N.), grace, gracio...	2	ansteigs: beneficent, gracious	2	afstass: dissociation, divorce (N.), separation	All testified about him, and wondered at the gracious words which proceeded out of his mouth, and they said, "Isn't this Joseph's son?"	jah allai alakjo weitwodidedun imma jah sildaleikidedun bi þo waurda anstais þo usgaggandona us munþa is jah qeþun: niu sa ist sunus Iosefis?	𐌾𐌰𐌷 𐌰𐌻𐌻𐌰𐌹 𐌰𐌻𐌰𐌺𐌾𐍉 𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌹𐌳𐌴𐌳𐌿𐌽 𐌹𐌼𐌼𐌰 𐌾𐌰𐌷 𐍃𐌹𐌻𐌳𐌰𐌻𐌴𐌹𐌺𐌹𐌳𐌴𐌳𐌿𐌽 𐌱𐌹 𐌸𐍉 𐍅𐌰𐌿𐍂𐌳𐌰 𐌰𐌽𐍃𐍄𐌰𐌹𐍃 𐌸𐍉 𐌿𐍃𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐍉𐌽𐌰 𐌿𐍃 𐌼𐌿𐌽𐌸𐌰 𐌹𐍃 𐌾𐌰𐌷 𐌵𐌴𐌸𐌿𐌽: 𐌽𐌹𐌿 𐍃𐌰 𐌹𐍃𐍄 𐍃𐌿𐌽𐌿𐍃 𐌹𐍉𐍃𐌴𐍆𐌹𐍃?
okay	train_0164_d0	llm_diversify	1	came down	galaiþ	𐌲𐌰𐌻𐌰𐌹𐌸	yes	2	garaiþs: arranged, authoritatively ordered, commanded, officially det...	2	galan: call out, sing out	2	gamaiþs: crippled, deformed, disfigured, misshapen, mutilated, oppres...	He came down to Capernaum, a city of Galilee. He was teaching them on the Sabbath day,	jah galaiþ in Kafarnaum, baurg Galeilaias jah was laisjands ins in sabbatim.	𐌾𐌰𐌷 𐌲𐌰𐌻𐌰𐌹𐌸 𐌹𐌽 𐌺𐌰𐍆𐌰𐍂𐌽𐌰𐌿𐌼, 𐌱𐌰𐌿𐍂𐌲 𐌲𐌰𐌻𐌴𐌹𐌻𐌰𐌹𐌰𐍃 𐌾𐌰𐌷 𐍅𐌰𐍃 𐌻𐌰𐌹𐍃𐌾𐌰𐌽𐌳𐍃 𐌹𐌽𐍃 𐌹𐌽 𐍃𐌰𐌱𐌱𐌰𐍄𐌹𐌼.
okay	train_0193_d0	llm_diversify	1	paralytic	usliþin	𐌿𐍃𐌻𐌹𐌸𐌹𐌽	yes	2	usleiþan: go away, go out, pass forth, travel out, vanish	2	usliþa: of disabled limb, paralytic	2	usqiþan: divulge, make public, spread the news	Seeing their faith, he said to him, "Man, your sins are forgiven you."	jah gasaihvands galaubein ize qaþ du þamma usliþin: manna, afleitanda þus frawaurhteis þeinos.	𐌾𐌰𐌷 𐌲𐌰𐍃𐌰𐌹𐍈𐌰𐌽𐌳𐍃 𐌲𐌰𐌻𐌰𐌿𐌱𐌴𐌹𐌽 𐌹𐌶𐌴 𐌵𐌰𐌸 𐌳𐌿 𐌸𐌰𐌼𐌼𐌰 𐌿𐍃𐌻𐌹𐌸𐌹𐌽: 𐌼𐌰𐌽𐌽𐌰, 𐌰𐍆𐌻𐌴𐌹𐍄𐌰𐌽𐌳𐌰 𐌸𐌿𐍃 𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐌴𐌹𐍃 𐌸𐌴𐌹𐌽𐍉𐍃.
okay	train_0200_d1	llm_diversify	1	Follow	laistei	𐌻𐌰𐌹𐍃𐍄𐌴𐌹	yes	2	laistōn: achieve	2	waitei: conceivably, perchance, plausibly, possibly	2	liutei: deceit, deception, hypocrisy, imposture, treachery	After these things he went out, and saw a tax collector named Levi sitting at the tax office, and said to him, "Follow me!"	jah afar þata usiddja jah gasahv motari, namin Laiwwi, sitandan ana motastada, jah qaþ du imma: laistei afar mis.	𐌾𐌰𐌷 𐌰𐍆𐌰𐍂 𐌸𐌰𐍄𐌰 𐌿𐍃𐌹𐌳𐌳𐌾𐌰 𐌾𐌰𐌷 𐌲𐌰𐍃𐌰𐍈 𐌼𐍉𐍄𐌰𐍂𐌹, 𐌽𐌰𐌼𐌹𐌽 𐌻𐌰𐌹𐍅𐍅𐌹, 𐍃𐌹𐍄𐌰𐌽𐌳𐌰𐌽 𐌰𐌽𐌰 𐌼𐍉𐍄𐌰𐍃𐍄𐌰𐌳𐌰, 𐌾𐌰𐌷 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼𐌼𐌰: 𐌻𐌰𐌹𐍃𐍄𐌴𐌹 𐌰𐍆𐌰𐍂 𐌼𐌹𐍃.
okay	train_0200_d2	llm_diversify	1	tax collector	motari	𐌼𐍉𐍄𐌰𐍂𐌹	yes	2	mōta: admission tax, customs duties, import tax	2	mōtan: be admitted, be permitted in, find admission	2	mōtāreis: admission-fee collector, publican, tax collector, tolltaker	After these things he went out, and saw a tax collector named Levi sitting at the tax office, and said to him, "Follow me!"	jah afar þata usiddja jah gasahv motari, namin Laiwwi, sitandan ana motastada, jah qaþ du imma: laistei afar mis.	𐌾𐌰𐌷 𐌰𐍆𐌰𐍂 𐌸𐌰𐍄𐌰 𐌿𐍃𐌹𐌳𐌳𐌾𐌰 𐌾𐌰𐌷 𐌲𐌰𐍃𐌰𐍈 𐌼𐍉𐍄𐌰𐍂𐌹, 𐌽𐌰𐌼𐌹𐌽 𐌻𐌰𐌹𐍅𐍅𐌹, 𐍃𐌹𐍄𐌰𐌽𐌳𐌰𐌽 𐌰𐌽𐌰 𐌼𐍉𐍄𐌰𐍃𐍄𐌰𐌳𐌰, 𐌾𐌰𐌷 𐌵𐌰𐌸 𐌳𐌿 𐌹𐌼𐌼𐌰: 𐌻𐌰𐌹𐍃𐍄𐌴𐌹 𐌰𐍆𐌰𐍂 𐌼𐌹𐍃.
okay	train_0250_d0	llm_diversify	1	do	taujid	𐍄𐌰𐌿𐌾𐌹𐌳	yes	2	táui: act (N.), action, activity, deed, effect (N.), product (N.),...	2	taujan: act (V.), construct (V.), do, engage in, execute, form (V.),...	3	gauja: inhabitant of a region, people of a country	"Why do you call me, 'Lord, Lord,' and don't do the things which I say?	aþþan hva mik haitid frauja, frauja! jah ni taujid þatei qiþa?	𐌰𐌸𐌸𐌰𐌽 𐍈𐌰 𐌼𐌹𐌺 𐌷𐌰𐌹𐍄𐌹𐌳 𐍆𐍂𐌰𐌿𐌾𐌰, 𐍆𐍂𐌰𐌿𐌾𐌰! 𐌾𐌰𐌷 𐌽𐌹 𐍄𐌰𐌿𐌾𐌹𐌳 𐌸𐌰𐍄𐌴𐌹 𐌵𐌹𐌸𐌰?
okay	train_0315_d0	llm_diversify	1	entered into	galiþun	𐌲𐌰𐌻𐌹𐌸𐌿𐌽	yes	2	gaqiþan: agree together with one another, concur among themselves, de...	2	galisan: assemble (V.), bring together, collect (V.), gather together	2	galeiþan: come, depart from, go away, go forth, set out for	Jesus asked him, "What is your name?" He said, "Legion," for many demons had entered into him.	frah þan ina Iesus qiþands: hva ist namo þein? þaruh qaþ: harjis; unte unhulþons managos galiþun in ina.	𐍆𐍂𐌰𐌷 𐌸𐌰𐌽 𐌹𐌽𐌰 𐌹𐌴𐍃𐌿𐍃 𐌵𐌹𐌸𐌰𐌽𐌳𐍃: 𐍈𐌰 𐌹𐍃𐍄 𐌽𐌰𐌼𐍉 𐌸𐌴𐌹𐌽? 𐌸𐌰𐍂𐌿𐌷 𐌵𐌰𐌸: 𐌷𐌰𐍂𐌾𐌹𐍃; 𐌿𐌽𐍄𐌴 𐌿𐌽𐌷𐌿𐌻𐌸𐍉𐌽𐍃 𐌼𐌰𐌽𐌰𐌲𐍉𐍃 𐌲𐌰𐌻𐌹𐌸𐌿𐌽 𐌹𐌽 𐌹𐌽𐌰.
okay	train_0345_d0	llm_diversify	1	fish	fiskans	𐍆𐌹𐍃𐌺𐌰𐌽𐍃	yes	2	fisks: fish (N.); lat. piscis	2	fiskōn: fish (V.), go fishing	3	jiukan: battle (V.), be a boxer, conquer, fight (V.)	He took the five loaves and the two fish, and looking up to the sky, he blessed them, and broke them, and gave them to the disciples to set before the multitude.	nimands þan þans fimf hlaibans jah twans fiskans, insaihvands du himina gaþiuþida ins jah gabrak jah gaf siponjam du faurlagjan þizai managein.	𐌽𐌹𐌼𐌰𐌽𐌳𐍃 𐌸𐌰𐌽 𐌸𐌰𐌽𐍃 𐍆𐌹𐌼𐍆 𐌷𐌻𐌰𐌹𐌱𐌰𐌽𐍃 𐌾𐌰𐌷 𐍄𐍅𐌰𐌽𐍃 𐍆𐌹𐍃𐌺𐌰𐌽𐍃, 𐌹𐌽𐍃𐌰𐌹𐍈𐌰𐌽𐌳𐍃 𐌳𐌿 𐌷𐌹𐌼𐌹𐌽𐌰 𐌲𐌰𐌸𐌹𐌿𐌸𐌹𐌳𐌰 𐌹𐌽𐍃 𐌾𐌰𐌷 𐌲𐌰𐌱𐍂𐌰𐌺 𐌾𐌰𐌷 𐌲𐌰𐍆 𐍃𐌹𐍀𐍉𐌽𐌾𐌰𐌼 𐌳𐌿 𐍆𐌰𐌿𐍂𐌻𐌰𐌲𐌾𐌰𐌽 𐌸𐌹𐌶𐌰𐌹 𐌼𐌰𐌽𐌰𐌲𐌴𐌹𐌽.
okay	train_0380_d0	llm_diversify	1	allow	uslaubei	𐌿𐍃𐌻𐌰𐌿𐌱𐌴𐌹	yes	2	usdaudei: endurance, energy, vigour, zeal	2	galaubei: magnificence, splendour	2	laubei: splendour	He said to another, "Follow me!" But he said, "Lord, allow me first to go and bury my father."	qaþ þan du anþaramma: laistei mik; iþ is qaþ: frauja, uslaubei mis galeiþan faurþis jah usfilhan attan meinana.	𐌵𐌰𐌸 𐌸𐌰𐌽 𐌳𐌿 𐌰𐌽𐌸𐌰𐍂𐌰𐌼𐌼𐌰: 𐌻𐌰𐌹𐍃𐍄𐌴𐌹 𐌼𐌹𐌺; 𐌹𐌸 𐌹𐍃 𐌵𐌰𐌸: 𐍆𐍂𐌰𐌿𐌾𐌰, 𐌿𐍃𐌻𐌰𐌿𐌱𐌴𐌹 𐌼𐌹𐍃 𐌲𐌰𐌻𐌴𐌹𐌸𐌰𐌽 𐍆𐌰𐌿𐍂𐌸𐌹𐍃 𐌾𐌰𐌷 𐌿𐍃𐍆𐌹𐌻𐌷𐌰𐌽 𐌰𐍄𐍄𐌰𐌽 𐌼𐌴𐌹𐌽𐌰𐌽𐌰.
okay	train_0387_d0	llm_diversify	1	of peace	gawairþjis	𐌲𐌰𐍅𐌰𐌹𐍂𐌸𐌾𐌹𐍃	yes	2	gawaírþjan: bring together, lead to concord, reconcile	2	gawaírþeigs: conciliated, concordant, peaceable, peaceful	2	gawaírþi: concord (N.), peace	If a son of peace is there, your peace will rest on him; but if not, it will return to you.	jah jabai sijai jainar sunus gawairþjis, gahveilaiþ sik ana imma gawairþi izwar; iþ jabai ni, du izwis gawandjai.	𐌾𐌰𐌷 𐌾𐌰𐌱𐌰𐌹 𐍃𐌹𐌾𐌰𐌹 𐌾𐌰𐌹𐌽𐌰𐍂 𐍃𐌿𐌽𐌿𐍃 𐌲𐌰𐍅𐌰𐌹𐍂𐌸𐌾𐌹𐍃, 𐌲𐌰𐍈𐌴𐌹𐌻𐌰𐌹𐌸 𐍃𐌹𐌺 𐌰𐌽𐌰 𐌹𐌼𐌼𐌰 𐌲𐌰𐍅𐌰𐌹𐍂𐌸𐌹 𐌹𐌶𐍅𐌰𐍂; 𐌹𐌸 𐌾𐌰𐌱𐌰𐌹 𐌽𐌹, 𐌳𐌿 𐌹𐌶𐍅𐌹𐍃 𐌲𐌰𐍅𐌰𐌽𐌳𐌾𐌰𐌹.
okay	train_0402_d1	llm_diversify	1	stood up	ustoþ	𐌿𐍃𐍄𐍉𐌸	yes	2	lustōn: desire (V.), lust after	2	astaþ: certainty, truth	2	stōþs: standing fast, standing steady	Behold, a certain lawyer stood up and tested him, saying, "Teacher, what shall I do to inherit eternal life?"	jah sai, witodafasteis sums ustoþ fraisands ina jah qiþands: laisari, hva taujands libainais aiweinons arbja wairþa?	𐌾𐌰𐌷 𐍃𐌰𐌹, 𐍅𐌹𐍄𐍉𐌳𐌰𐍆𐌰𐍃𐍄𐌴𐌹𐍃 𐍃𐌿𐌼𐍃 𐌿𐍃𐍄𐍉𐌸 𐍆𐍂𐌰𐌹𐍃𐌰𐌽𐌳𐍃 𐌹𐌽𐌰 𐌾𐌰𐌷 𐌵𐌹𐌸𐌰𐌽𐌳𐍃: 𐌻𐌰𐌹𐍃𐌰𐍂𐌹, 𐍈𐌰 𐍄𐌰𐌿𐌾𐌰𐌽𐌳𐍃 𐌻𐌹𐌱𐌰𐌹𐌽𐌰𐌹𐍃 𐌰𐌹𐍅𐌴𐌹𐌽𐍉𐌽𐍃 𐌰𐍂𐌱𐌾𐌰 𐍅𐌰𐌹𐍂𐌸𐌰?
